price,percentage_change_value,market_cap,24-low,24-high,transaction count in last 24 hour,Avg transaction fee,VALUE TRANSACTED in last 24 hour,net change,All time high
"56,286.75",-6.70,$1.05T,$56.45B,"$60,695.91","305,716",$17.29,$10.48B,"$-4,039.13","$61,556.59"
